year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,700714,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,485131,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,14435,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,3987,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"STEIN, JILL",GREEN,False,3731,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"HEDGES, JAMES",PROHIBITION,False,715,1209357
2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,644,1209357
2016,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1594511,2808605
2016,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1071068,2808605
2016,MISSOURI,MO,29,43,34,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,97359,2808605
2016,MISSOURI,MO,29,43,34,US PRESIDENT,"STEIN, JILL",GREEN,False,25419,2808605
2016,MISSOURI,MO,29,43,34,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,13092,2808605
2016,MISSOURI,MO,29,43,34,US PRESIDENT,,,True,7156,2808605
2016,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,279240,494526
2016,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,177709,494526
2016,MONTANA,MT,30,81,64,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,28037,494526
2016,MONTANA,MT,30,81,64,US PRESIDENT,"STEIN, JILL",GREEN,False,7970,494526
2016,MONTANA,MT,30,81,64,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,1570,494526
2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,495961,844227
2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,284494,844227
2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,38946,844227
2016,NEBRASKA,NE,31,46,35,US PRESIDENT,,,True,16051,844227
2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"STEIN, JILL",NOMINATED BY PETITION,False,8775,844227
2016,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,539260,1125385
2016,NEVADA,NV,32,88,65,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,512058,1125385
2016,NEVADA,NV,32,88,65,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,37384,1125385
2016,NEVADA,NV,32,88,65,US PRESIDENT,NONE OF THE ABOVE,,False,28863,1125385
2016,NEVADA,NV,32,88,65,US PRESIDENT,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,False,5268,1125385
2016,NEVADA,NV,32,88,65,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",NO PARTY AFFILIATION,False,2552,1125385
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,348526,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,345790,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,30777,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,,,True,9618,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"STEIN, JILL",GREEN,False,6496,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,SCATTERING,,True,2411,744296
2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,678,744296
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2148278,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1601933,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,72477,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"STEIN, JILL",GREEN,False,37772,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,6161,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS,False,2156,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,1838,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD PARTY,False,1749,3874046
2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,False,1682,3874046
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,385234,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,319667,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,74541,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"STEIN, JILL",GREEN,False,9879,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"MCMULLIN, EVAN",BETTER FOR AMERICA,False,5825,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,1514,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,False,1184,798319
2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,475,798319
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,4379789,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2527142,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"TRUMP, DONALD J.",CONSERVATIVE,False,292392,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",WORKING FAMILIES,False,140041,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"JOHNSON, GARY",INDEPENDENCE,False,119156,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"STEIN, JILL",GREEN,False,107934,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,BLANK VOTE,,False,77179,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,57442,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,SCATTERING,,False,48447,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",WOMEN'S EQUALITY,False,36294,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,,,True,12816,7802084
2016,NEW YORK,NY,36,21,13,US PRESIDENT,VOID VOTE,,False,3452,7802084
2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2362631,4741564
2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2189316,4741564
2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,130126,4741564
2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,SCATTERING,,True,47386,4741564
2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,,,True,12105,4741564
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,216794,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,93758,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,21434,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,,,True,6397,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"STEIN, JILL",GREEN,False,3780,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,1833,344360
2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,364,344360
2016,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2841005,5496487
2016,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2394164,5496487
2016,OHIO,OH,39,31,24,US PRESIDENT,,NO PARTY AFFILIATION,False,198733,5496487
2016,OHIO,OH,39,31,24,US PRESIDENT,"STEIN, JILL",GREEN,False,46271,5496487
2016,OHIO,OH,39,31,24,US PRESIDENT,,,True,16314,5496487
2016,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,949136,1452992
2016,OKLAHOMA,OK,40,73,53,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,420375,1452992
2016,OKLAHOMA,OK,40,73,53,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,83481,1452992
2016,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1002106,2001336
2016,OREGON,OR,41,92,72,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,782403,2001336
2016,OREGON,OR,41,92,72,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,94231,2001336
2016,OREGON,OR,41,92,72,US PRESIDENT,OTHER,,False,72594,2001336
2016,OREGON,OR,41,92,72,US PRESIDENT,"STEIN, JILL",GREEN,False,50002,2001336
2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2970733,6115402
2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2926441,6115402
2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,146715,6115402
2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"STEIN, JILL",GREEN,False,49941,6115402
2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,21572,6115402
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,252525,464144
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,180543,464144
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,14746,464144
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,,,True,9439,464144
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"STEIN, JILL",GREEN,False,6220,464144
2016,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,671,464144
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1155389,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,855373,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,49204,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MCMULLIN, EVAN",INDEPENDENCE,False,21016,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"STEIN, JILL",GREEN,False,13034,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,5765,2103027
2016,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"SKEWES, PETER",AMERICAN,False,3246,2103027
2016,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,227721,370093
2016,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,117458,370093
2016,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,20850,370093
2016,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,4064,370093
2016,TENNESSEE,TN,47,62,54,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1522925,2508027
2016,TENNESSEE,TN,47,62,54,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,870695,2508027
2016,TENNESSEE,TN,47,62,54,US PRESIDENT,,INDEPENDENT,False,100618,2508027
2016,TENNESSEE,TN,47,62,54,US PRESIDENT,,,True,13789,2508027
2016,TEXAS,TX,48,74,49,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,4685047,8969226
2016,TEXAS,TX,48,74,49,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,3877868,8969226
2016,TEXAS,TX,48,74,49,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,283492,8969226
2016,TEXAS,TX,48,74,49,US PRESIDENT,"STEIN, JILL",GREEN,False,71558,8969226
2016,TEXAS,TX,48,74,49,US PRESIDENT,,,True,51261,8969226
2016,UTAH,UT,49,87,67,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,515211,1131317
2016,UTAH,UT,49,87,67,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,310674,1131317
2016,UTAH,UT,49,87,67,US PRESIDENT,"MCMULLIN, EVAN",NO PARTY AFFILIATION,False,255060,1131317
2016,UTAH,UT,49,87,67,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,39608,1131317
2016,UTAH,UT,49,87,67,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,8032,1131317
2016,UTAH,UT,49,87,67,US PRESIDENT,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,False,2732,1131317
2016,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,178573,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,95369,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,,,True,22899,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,10078,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,"STEIN, JILL",GREEN,False,6758,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,BLANK VOTE,,False,4574,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,False,1063,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,VOID VOTE,,False,826,320467
2016,VERMONT,VT,50,13,6,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",LIBERTY UNION PARTY,False,327,320467
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1981473,3982752
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1769443,3982752
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,118274,3982752
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"MCMULLIN, EVAN",INDEPENDENT,False,54054,3982752
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,,,True,31870,3982752
2016,VIRGINIA,VA,51,54,40,US PRESIDENT,"STEIN, JILL",GREEN,False,27638,3982752
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1742718,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1221747,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,160879,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,,,True,107805,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"STEIN, JILL",GREEN,False,58417,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,17623,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"KENNEDY, ALYSON",SOCIALIST WORKERS,False,4307,3317019
2016,WASHINGTON,WA,53,91,73,US PRESIDENT,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,False,3523,3317019
2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,489371,713051
2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,188794,713051
2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,23004,713051
2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"STEIN, JILL",GREEN,False,8075,713051
2016,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,3807,713051
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1405284,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1382536,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,106674,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"STEIN, JILL",GREEN,False,31072,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,SCATTERING,,False,22764,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,,,True,12386,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,12162,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"MOOREHEAD, MONICA",WORKERS WORLD PARTY,False,1770,2976150
2016,WISCONSIN,WI,55,35,25,US PRESIDENT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,False,1502,2976150
2016,WYOMING,WY,56,83,68,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,174419,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,55973,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,"JOHNSON, GARY",LIBERTARIAN,False,13287,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,,,True,6904,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,,INDEPENDENT,False,3224,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,BLANK VOTE,,False,2661,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,False,2042,258788
2016,WYOMING,WY,56,83,68,US PRESIDENT,OVER VOTE,,False,278,258788
